ID,name,organism,desc,source
MER0028834,SPINK5 inhibitor unit 1,Homo sapiens,[I01.013]#I01#{inhibitor unit: 28-66},ISK5_HUMAN
MER0028934,SsCEI,Sulfolobus sp.,,
MER0028941,BC4143 protein,Bacillus cereus,[M20.018]#M20B#{peptidase unit: 6-372},YP_002368950
MER0029042,Cezanne peptidase,Homo sapiens,[C64.001]#C64#{peptidase unit: 167-413},OTU7B_HUMAN
MER0029044,Cezanne-2 peptidase,Homo sapiens,[C64.002]#C64#{peptidase unit: 183-422},OTU7A_HUMAN
MER0029049,Y50C1A.1 protein,Caenorhabditis elegans,,
MER0029050,A20 peptidase,Homo sapiens,[C64.003]#C64#{peptidase unit: 80-312},TNP3_HUMAN
MER0029052,trabid peptidase,Homo sapiens,[C64.004]#C64#{peptidase unit: 415-653},ZRAN1_HUMAN
MER0029056,otubain-1,Homo sapiens,[C65.001]#C65#{peptidase unit: 1-271},OTUB1_HUMAN
MER0029061,otubain-2,Homo sapiens,[C65.002]#C65#{peptidase unit: 1-230},Q9H6T1
MER0029066,otub-1 g.p.,Caenorhabditis elegans,,
MER0029069,otubain-3,Rattus norvegicus,[C65.003]#C65#{peptidase unit: 3-66},XP_226870
MER0029076,WFDC8 protein,Homo sapiens,,
MER0029078,centerin,Homo sapiens,[I04.082]#I04#{inhibitor unit: 74-427},EAW81577
MER0029084,HopN1 peptidase,Pseudomonas sp.,,
MER0029100,serpin LOC238395,Mus musculus,and similar,
MER0029131,PrtA peptidase,Photorhabdus-type,,
MER0029161,protein similar to high mobility group protein,Rattus norvegicus,[C19.076]#C19#{peptidase unit: 312-365},XP_225740
MER0029203,bilitoxin,Agkistrodon bilineatus,,
MER0029236,Mername-AA305 nonpeptidase homologue,Mus musculus,[C01.978]#C01A#{peptidase unit: 405-615},XP_285043
MER0029237,LOC277343 protein,Mus musculus,and similar,
MER0029248,serpinA12,Homo sapiens,[I04.091]#I04#{inhibitor unit: 46-411},AAO18649
MER0029250,SERPINA13,Homo sapiens,[I04.966]#I04#{inhibitor unit: 56-307},SPA13_HUMAN
MER0029276,DDB_0203746,Dictyostelium discoideum,,
MER0029279,DDB_G0274385,Dictyostelium discoideum,,
MER0029325,OH-TCI trypsin/chymotrypsin inhibitor,Ophiophagus hannah,,
MER0029330,crucifer cysteine peptidase inhibitor,Brassica oleracea,[I03.028]#I03A#{inhibitor unit: 28-167},Q8H0E7
MER0029359,wheat subtilisin/chymotrypsin inhibitor,Triticum aestivum,[I13.012]#I13#{inhibitor unit: 16-84},ICIW_WHEAT
MER0029410,collagenase ColT,Clostridium tetani,,
MER0029427,complement component C1rB,Mus musculus,and similar,
MER0029428,complement component C1sB,Mus musculus,,
MER0029429,complement component C1r-like peptidase,Mus musculus,[S01.189]#S01A#{peptidase unit: 240-476},EDK99738
MER0029430,sunflower multicystatin inhibitor unit 2,Helianthus annuus,[I25.958]#I25B#{inhibitor unit: 92-186},Q9MB08
MER0029431,sunflower multicystatin inhibitor unit 1,Helianthus annuus,[I25.029]#I25B#{inhibitor unit: 1-91},Q9MB08
MER0029432,sunflower multicystatin inhibitor unit 3,Helianthus annuus,[I25.959]#I25B#{inhibitor unit: 187-281},Q9MB08
MER0029433,madanin 1,Haemaphysalis longicornis,,
MER0029438,eppin inhibitor unit 1,Mus musculus,[I17.953]#I17#{inhibitor unit: 24-74},EPPI_MOUSE
MER0029445,hopsarin D,Hoplocephalus stephensi,,
MER0029448,At4g21326,Arabidopsis thaliana,,
MER0029456,squash aspartic peptidase inhibitor,Cucumis sativus,[I55.001]#I55#{inhibitor unit: 1-94},AAC39474
MER0029457,cathepsin B-like pseudogene,"chromosome 1, Homo sapiens",,
MER0029469,cathepsin B-like pseudogene,"chromosome 4, Homo sapiens",,
MER0029598,Kunitz serine peptidase inhibitor,Delonix regia,,
MER0029616,T07H6.1 g.p.,Caenorhabditis elegans,,
MER0029657,Mername-AA293 peptidase,Pleurotus ostreatus,[M43.008]#M43B#{peptidase unit: 128-273},AAU94648
MER0029664,endogenous retrovirus retropepsin pseudogene 5,Homo sapiens chromosome 12,,
MER0029665,endogenous retrovirus retropepsin pseudogene 2,Homo sapiens chromosome 8,,
MER0029666,staphostatin B,Staphylococcus aureus,[I57.001]#I57#{inhibitor unit: 1-109},SSPC_STAAM
MER0029669,CG30375 protein,Drosophila melanogaster,,
MER0029672,Mername-AA289 putative peptidase,Drosophila melanogaster,,
MER0029674,CG31205 protein,Drosophila melanogaster,,
MER0029675,salarin inhibitor unit 2,Salmo salar,[I29.950]#I29#{inhibitor unit: 100-172},ASSALARIN
MER0029680,endogenous retrovirus retropepsin pseudogene 9,Homo sapiens chromosome 19,,
MER0029691,PFE0835w g.p.,Plasmodium falciparum,,
MER0029719,neutral peptidase,Thermoactinomyces-type,,
MER0029722,At4g16144,Arabidopsis thaliana-type peptidase,,
MER0029741,legumain pseudogene,Homo sapiens,,
MER0029744,calpain-14,Homo sapiens,[C02.021]#C02A#{peptidase unit: 71-336},EAX00484
MER0029764,salarin inhibitor unit 4,Salmo salar,[I29.952]#I29#{inhibitor unit: 275-339},ASSALARIN
MER0029765,salarin inhibitor unit 3,Salmo salar,[I29.951]#I29#{inhibitor unit: 193-274},ASSALARIN
MER0029771,salarin inhibitor unit 1,Salmo salar,[I29.006]#I29#{inhibitor unit: 32-93},ASSALARIN
MER0029776,endogenous retrovirus retropepsin pseudogene 7,Homo sapiens chromosome 6,,
MER0029778,endogenous retrovirus retropepsin pseudogene 14,Homo sapiens chromosome 2,,
MER0029779,endogenous retrovirus retropepsin pseudogene 13,Homo sapiens chromosome 2 and similar,,
MER0029792,Cg32479 protein,ld28815p,,
MER0029796,vimelysin,Vibrio sp. T-1800,[M04.010]#M04#{peptidase unit: 201-498},BAC87681
MER0029804,mGK-12 pseudogene,Mus musculus,,
MER0029807,Mername-AA307 protein,Mus musculus,[M67.976]#M67A#{peptidase unit: 1-97},AC122886
MER0029824,CLIP-domain prophenoloxidase activating factor,Cotesia rubecula,[S01.960]#S01A#{peptidase unit: 91-386},AAP49428
MER0029831,PF0326 g.p.,Pyrococcus furiosus,,
MER0029857,alpha-fibrinogenase,Vipera-type,,
MER0029860,rhomboid domain containing 2,Mus musculus,[S54.955]#S54#{peptidase unit: 31-266},BAC31081
MER0029866,phosphatidylethanolamine-binding protein,Homo sapiens,[I51.002]#I51#{inhibitor unit: 2-173},PEBP1_HUMAN
MER0029870,triabin,Triatoma pallidipennis,[I59.001]#I59#{inhibitor unit: 19-160},TRIA_TRIPA
MER0029872,LV-Ka peptidase,Lachesis muta,[S01.428]#S01A#{peptidase unit: 1-173},LVKA
MER0029873,testase-8,Mus musculus,[M12.251]#M12B#{peptidase unit: 217-412},CAD66451
MER0029875,chymotrypsin-like peptidase,Vipera sp.,,
MER0029886,influenza A PA peptidase,,[S62.001]#S62#{peptidase unit: 168-716},RRP2_IAANN
MER0029887,cathepsin 1 pseudogene,Mus musculus,,
MER0029888,jararafibrase III,Bothrops jararaca,,
MER0029898,testase-9,Mus musculus,[M12.252]#M12B#{peptidase unit: 217-411},NP_001020551
MER0029900,epidermis-specific SP-like putative peptidase,Homo sapiens,[S01.325]#S01A#{peptidase unit: 28-269},PRS48_HUMAN
MER0029901,testis serine peptidase 5,Homo sapiens,[S01.326]#S01A#{peptidase unit: 1-236},CAD68171
MER0029930,inducible metallopeptidase inhibitor,Galleria mellonella,,
MER0029932,BaP1 peptidase,Bothrops asper,,
MER0029938,Usp7,Drosophila melanogaster-type,,
MER0029943,PA peptidase,Aeromonas-type,,
MER0029945,ElaD peptidase,Escherichia-type,,
MER0029960,staphostatin A,Staphylococcus aureus,[I58.001]#I58#{inhibitor unit: 1-108},YP_417308
MER0029961,ZmpA peptidase,Burkholderia sp.,,
MER0029965,Fxna peptidase,Homo sapiens,[M28.018]#M28X#{peptidase unit: 136-391},NP_079172
MER0029967,insulin-like growth factor binding protein 2,Homo sapiens,[I31.953]#I31#{inhibitor unit: 258-314},IBP2_HUMAN
MER0029968,jararafibrase IV,Bothrops jararaca,,
MER0029969,von Willebrand factor inhibitor unit 2,Homo sapiens,[I08.954]#I08#{inhibitor unit: 652-707},VWF_HUMAN
MER0029970,putative peptidase,Homo sapiens chromosome 2,,
MER0029972,C19 pseudogene,Homo sapiens: chromosome 5,,
MER0029973,non-peptidase homologue,Homo sapiens chromosome 4,,
MER0029974,possible family A22 pseudogene,Homo sapiens chromosome 18,,
MER0029975,putative ADAM pseudogene,"chromosome 4, Homo sapiens",,
MER0029976,cathepsin V propeptide,Homo sapiens,[I29.010]#I29#{inhibitor unit: 17-112},CSL2_HUMAN
MER0029977,endogenous retrovirus retropepsin pseudogene 1,Homo sapiens chromosome 14,,
MER0029983,proliferation-associated protein 1-like,Homo sapiens chromosome X,,
MER0030000,secreted trypsin-like serine peptidase homologue,Homo sapiens,[S01.957]#S01A#{peptidase unit: 62-130},XP_302112
MER0030003,SaPIN2a chymotrypsin inhibitor,Solanum americanum,inhibitor unit 2,
MER0030016,FT peptidase,Bacillus sp. KSM-KP43,"[S08.117]#S08A#{peptidase unit: 141-329, 475-562}",BAD21124
MER0030030,serine peptidase inhibitor II,Capsicum-type,,
MER0030035,macrophage elastase homologue,"chromosome 8, Homo sapiens",,
MER0030040,CG4420 g.p.,Drosophila melanogaster,,
MER0030047,PARL peptidase,Homo sapiens,[S54.009]#S54#{peptidase unit: 212-347},PARL_HUMAN
MER0030072,hemiferrin,Rattus norvegicus,[S60.971]#S60#{peptidase unit: 14-201},Q64599
MER0030078,C01G5.6,Caenorhabditis elegans,,
MER0030081,putative v-snare binding protein,Schizosaccharomyces pombe,,
MER0030082,PF14_0090,Plasmodium falciparum,,
MER0030084,DNA-damage inducible protein 1,Saccharomyces cerevisiae,[A28.001]#A28A#{peptidase unit: 210-324},DDI1_YEAST
MER0030085,At3g13235,Arabidopsis thaliana,,
MER0030089,F40F12.5,Caenorhabditis elegans,,
MER0030090,IdeS peptidase,Streptococcus pyogenes,[C66.001]#C66#{peptidase unit: 1-339},AAM79190
MER0030092,CylD,Drosophila-type,,
MER0030104,CylD peptidase,Homo sapiens,[C67.001]#C67#{peptidase unit: 593-894},Q9NQC7
MER0030107,gene name 1700011N24Rik,Mus musculus,,
MER0030113,LV-PA peptidase,Lachesis muta muta,,
MER0030123,granzyme O,Mus musculus,[S01.036]#S01A#{peptidase unit: 21-230},GRANZYMEO
MER0030128,nuclear receptor-interacting protein 3,Mus musculus,[A28.002]#A28A#{peptidase unit: 115-239},NRIP3_MOUSE
MER0030132,IFP38 peptidase homologue,Homo sapiens,[M67.975]#M67A#{peptidase unit: 80-192},AAK18634
MER0030133,eukaryotic translation initiation factor 3 subunit F,Homo sapiens,[M67.974]#M67X#{peptidase unit: 92-356},IF35_HUMAN
MER0030134,26S proteasome non-ATPase regulatory subunit 7,Homo sapiens,[M67.973]#M67A#{peptidase unit: 7-125},PSD7_HUMAN
MER0030136,dihydropyrimidinase related protein-5,Homo sapiens,[M38.978]#M38#{peptidase unit: 10-404},DPY5_HUMAN
MER0030137,COP9 signalosome subunit 6,Homo sapiens,[M67.972]#M67A#{peptidase unit: 41-143},CSN6_HUMAN
MER0030140,ubiquitin-specific peptidase 43 [misleading],Homo sapiens,[C19.976]#C19#{peptidase unit: 63-721},UBP43_HUMAN
MER0030141,Dub5 peptidase,Mus musculus,,
MER0030142,Adam1B g.p.,Mus musculus,,
MER0030143,dihydropyrimidinase related protein-1,Homo sapiens,[M38.974]#M38#{peptidase unit: 17-411},DPY1_HUMAN
MER0030144,ADAM6 peptidase,mouse-type,,
MER0030145,testin-3,Mus musculus,[C01.114]#C01A#{peptidase unit: 1-92},BY736040
MER0030146,STAMBP isopeptidase,Homo sapiens,[M67.006]#M67C#{peptidase unit: 251-383},AAD05037
MER0030149,dihydropyrimidinase related protein-4,Homo sapiens,[M38.977]#M38#{peptidase unit: 17-411},DPYL4_HUMAN
MER0030151,dihydropyrimidinase related protein-3,Homo sapiens,[M38.976]#M38#{peptidase unit: 17-411},DPY3_HUMAN
MER0030153,Adam6B g.p.,Mus musculus,,
MER0030155,dihydropyrimidinase related protein-2,Homo sapiens,[M38.975]#M38#{peptidase unit: 17-411},DPY2_HUMAN
MER0030158,granzyme N,Mus musculus,[S01.030]#S01A#{peptidase unit: 21-248},NP_694692
MER0030159,Mername-AA201 peptidase homologue,Mus musculus,[S01.951]#S01A#{peptidase unit: 17-240},XP_284810
MER0030161,testis serine peptidase 6,Mus musculus,[S01.250]#S01A#{peptidase unit: 66-283},PRS46_MOUSE
MER0030163,CGI-58 putative peptidase,Homo sapiens,[S33.975]#S33#{peptidase unit: 49-339},ABHD5_HUMAN
MER0030164,rhomboid-like protein 5,Mus musculus,[S54.954]#S54#{peptidase unit: 24-220},RHBL4_MOUSE
MER0030172,EBR1 peptidase,Strongylocentrotus franciscanus,[M12.314]#M12B#{peptidase unit: 212-414},AAP44488
MER0030173,rhomboid-like protein 5,Homo sapiens,[S54.008]#S54#{peptidase unit: 27-266},BAB85031
MER0030188,DNA-damage inducible protein 2,Homo sapiens,[A28.003]#A28A#{peptidase unit: 242-390},DDI2_HUMAN
MER0030192,USP17-like peptidase,Homo sapiens,[C19.078]#C19#{peptidase unit: 42-373},CAD66056
MER0030201,human coronavirus 229E papain-like peptidase 2,,[C16.010]#C16B#{peptidase unit: 1014-1268},R1AB_CVH22
MER0030202,PibD peptidase,Sulfolobus solfataricus,[A24.017]#A24B#{peptidase unit: 11-139},AAK40484
MER0030203,enhancin-3,,[M60.005]#M60#{peptidase unit: 1-734},Q8QLE5
MER0030212,protein Silver domain 1,Drosophila melanogaster,[M14.037]#M14B#{peptidase unit: 30-443},CBPD_DROME
MER0030235,interphotoreceptor retinoid-binding protein unit 1,Homo sapiens,[S41.950]#S41A#{peptidase unit: 740-923},IRBP_HUMAN
MER0030244,interphotoreceptor retinoid-binding protein unit 3,Bos taurus,and similar,
MER0030246,L-alanyl-D-glutamate peptidase,bacteriophage T5,,
MER0030255,aculeacin A acylase,Actinoplanes utahensis,[S45.005]#S45#{peptidase unit: 230-784},AAC_ACTUT
MER0030257,Lp07082,Drosophila melanogaster,,
MER0030268,Sd12357 protein,Drosophila melanogaster,,
MER0030286,endogenous retrovirus retropepsin pseudogene 3,Homo sapiens chromosome 17,,
MER0030287,endogenous retrovirus retropepsin pseudogene 22,Homo sapiens chromosome X,,
MER0030288,endogenous retrovirus retropepsin pseudogene 18,Homo sapiens chromosome 4,,
MER0030291,endogenous retrovirus retropepsin pseudogene 8,Homo sapiens chromosome Y,,
MER0030292,endogenous retrovirus retropepsin pseudogene 16,Homo sapiens,[A02.P15]#A02A#{peptidase unit: 15-113},AC097710
MER0030305,PfHslV peptidase,Plasmodium falciparum,[T01.018]#T01B#{peptidase unit: 38-198},AE014848
MER0030306,murein peptide amidase MpaA,Escherichia coli,[M14.034]#M14B#{peptidase unit: 107-251},YCJI_ECOLI
MER0030317,ubiquitin-specific peptidase 52 [misleading],Homo sapiens,[C19.978]#C19#{peptidase unit: 479-960},PAN2_HUMAN
MER0030326,,Bacteroides thetaiotaomicron,[C11.006]#C11X#{peptidase unit: 34-291},Q8A9T8
MER0030328,MCP-Y1 serine peptidase pseudogene,Mus musculus,,
MER0030336,CG31954 g.p.,Drosophila melanogaster,,
MER0030337,mGK-14 pseudogene,Mus musculus,,
MER0030342,Sp212 protein,Drosophila melanogaster,,
MER0030881,polyserase-IA unit 1,Mus musculus,[S01.357]#S01A#{peptidase unit: 160-398},XP_177354
MER0030882,polyserase-IA unit 2,Mus musculus,[S01.358]#S01A#{peptidase unit: 506-736},TMPS9_MOUSE
MER0030890,cathepsin K propeptide,Homo sapiens,[I29.007]#I29#{inhibitor unit: 14-114},CATK_HUMAN
MER0030932,ytmA g.p.,Bacillus subtilis,,
MER0030934,para-nitrobenzyl esterase,Bacillus subtilis,,
MER0030935,yydH g.p.,Bacillus subtilis,,
MER0030938,ywpE/BSU36340,Bacillus subtilis,,
MER0031140,protein similar to {Mus musculus} chromosome 20 open reading frame 135,Mus musculus,[S09.976]#S09X#{peptidase unit: 155-461},Q80YU0
MER0031143,plasmepsin-5,Plasmodium sp.,,
MER0031144,At2g23945,Arabidopsis thaliana-type peptidase,,
MER0031178,At1g15045,Arabidopsis thaliana,,
MER0031199,RipA peptidoglycan hydrolase,Mycobacterium tuberculosis,[C40.011]#C40#{peptidase unit: 375-445},YP_001287451
MER0031234,CPXaC peptidase,Xanthomonas sp.,,
MER0031240,UCH54 g.p.,Plasmodium falciparum,,
MER0031253,CG32147,Drosophila melanogaster,,
MER0031263,usp7,Dictyostelium discoideum-type,,
MER0031278,PuuD protein,Escherichia coli,[C26.961]#C26#{peptidase unit: 1-254},YCJL_ECOLI
MER0031288,SPBPB2B2.05,Schizosaccharomyces pombe,,
MER0031311,LytFM,Dermatophagoides pteronyssinus,,
MER0031319,ulp-3 g.p.,Caenorhabditis elegans,,
MER0031323,nepenthesin,Nepenthes gracilis,[A01.040]#A01B#{peptidase unit: 75-437},BAD07474
MER0031325,CG10107 protein,Drosophila melanogaster,,
MER0031326,murine norovirus NS6 peptidase,,[C37.003]#C37#{peptidase unit: 995-1164},YP_720001
MER0031431,YDR533C putative peptidase,Saccharomyces cerevisiae,[C56.004]#C56#{peptidase unit: 42-203},Q04432
MER0031432,chromosome XV reading frame ORF yor391c,Saccharomyces cerevisiae,,
MER0031433,protein SNO4,Saccharomyces cerevisiae,,
MER0031466,KN-BJ peptidase 1,Bothrops jararaca,,
MER0031491,BepA,Escherichia coli,,
MER0031522,Cg30083 protein,Drosophila melanogaster,,
MER0031523,CG30087 protein,Drosophila melanogaster,,
MER0031524,CG30088 protein,Drosophila melanogaster,,
MER0031536,CG32277,Drosophila melanogaster,,
MER0031537,CG31220,Drosophila melanogaster,,
MER0031538,Cg30090 protein,Drosophila melanogaster,,
MER0031539,Cg32271 protein,Drosophila melanogaster,,
MER0031540,CG32755,Drosophila melanogaster,,
MER0031541,Cg30091 protein,Drosophila melanogaster,,
MER0031542,CG30289 protein,Drosophila melanogaster,,
MER0031551,At4g17150,Arabidopsis thaliana-type peptidase,,
MER0031552,MDB19.2 protein,Arabidopsis thaliana,,
MER0031556,F01D5.8 g.p.,Caenorhabditis elegans,,
MER0031557,F01D5.7 g.p.,Caenorhabditis elegans,,
MER0031558,CG15111 protein,Drosophila melanogaster,,
MER0031562,Mername-AA264 putative peptidase,LP_1002 protein,,
MER0031563,kynurenine formamidase,Mus musculus,[S09.977]#S09X#{peptidase unit: 63-300},Q8K4H1
MER0031564,At1g32190,Arabidopsis thaliana-type peptidase,,
MER0031565,At3g47560,Arabidopsis thaliana,,
MER0031566,At3g30380,Arabidopsis thaliana,,
MER0031568,At4g31020,Arabidopsis thaliana-type peptidase,,
MER0031569,At2g19550,Arabidopsis thaliana,,
MER0031570,At5g15860,Arabidopsis thaliana-type peptidase,,
MER0031571,JAMM-like protein,Archaeoglobus-type,,
MER0031601,RTX self-cleaving toxin,Vibrio cholerae,[C80.001]#C80#{peptidase unit: 3447-3639},YP_002175744
MER0031604,amblin inhibitor unit 2,Amblyomma hebraeum,,
MER0031610,Williams-Beuren syndrome critical region protein 21 epoxide hydrolase,Homo sapiens,[S33.976]#S33#{peptidase unit: 15-315},ABHDB_HUMAN
MER0031611,epoxide hydrolase,Mus musculus,[S33.977]#S33#{peptidase unit: 35-328},Q8R2Y0
MER0031614,epoxide hydrolase-like putative peptidase,Homo sapiens,[S33.011]#S33#{peptidase unit: 95-434},Q96I13
MER0031615,camelysin,Bacillus cereus,[M73.001]#M73#{peptidase unit: 28-197},CAD55815
MER0031616,abhydrolase domain-containing protein 4,Homo sapiens,[S33.013]#S33#{peptidase unit: 32-342},Q8TB40
MER0031617,hypothetical protein flj22408,epoxide hydrolase,,
MER0031618,monoglyceride lipase,Mus musculus,[S33.979]#S33#{peptidase unit: 10-294},MGLL_MOUSE
MER0031619,Loc328574-like protein,Mus musculus,[S33.012]#S33#{peptidase unit: 1-311},SERHL_MOUSE
MER0031637,spore coat-associated protein N,Bacillus subtilis,,
MER0031639,ervatamin C,Tabernaemontana divaricata,[C01.116]#C01A#{peptidase unit: 1-208},ERVC_TABDI
MER0031645,hypothetical protein ECM18,Saccharomyces cerevisiae,,
MER0031647,clover yellow vein potyvirus-type P1 peptidase,,[S30.002]#S30#{peptidase unit: 1-294},O92645
MER0031653,chromosome XII reading frame ORF ylr099c,Saccharomyces cerevisiae,,
MER0032094,Csd4 peptidase,Helicobacter pylori,,
MER0032171,self-cleaving toxin A,Clostridium-type,,
MER0032202,Aa2-001 protein,Rattus norvegicus,,
MER0032203,carboxylesterase rl1,Rattus norvegicus,,
MER0032294,self-cleaving toxin B,Clostridium-type,,
MER0032370,GliJ g.p.,Aspergillus fumigatus,,
MER0032443,leucine aminopeptidase-1,Aspergillus fumigatus,,
MER0033162,KIAA1263 protein,Homo sapiens,[I01.977]#I01#{inhibitor unit: 83-133},FSTL5_HUMAN
MER0033169,immunoglobulin alpha Fc receptor,Homo sapiens,[I43.951]#I43#{inhibitor unit: 10-221},FCAR_HUMAN
MER0033174,cytosolic carboxypeptidase 5,Homo sapiens,[M14.025]#M14B#{peptidase unit: 149-350},Q8NDL9
MER0033175,CPX2 protein,Mus musculus,,
MER0033176,cytosolic carboxypeptidase 3,Homo sapiens,[M14.026]#M14B#{peptidase unit: 290-461},CBPC3_HUMAN
MER0033178,cytosolic carboxypeptidase 6,Homo sapiens,[M14.027]#M14D#{peptidase unit: 8-148},Q96K85
MER0033179,cytosolic carboxypeptidase 1,Homo sapiens,[M14.028]#M14B#{peptidase unit: 836-1018},CBPC1_HUMAN
MER0033183,carboxypeptidase PM20D1,Mus musculus,"[M20.011]#M20A#{peptidase unit: 39-239, 390-493}",Q8C165
MER0033184,hypothetical protein like 5730457F11RIK,Homo sapiens,[M38.979]#M38#{peptidase unit: 17-384},NAGA_HUMAN
MER0033186,probable imidazolonepropionase,Homo sapiens,[M38.980]#M38#{peptidase unit: 76-392},HUTI_HUMAN
MER0033187,testis serine peptidase 2,human-type,,
MER0033188,acetylcholinesterase,Homo sapiens,[S09.979]#S09X#{peptidase unit: 114-499},ACES_HUMAN
MER0033198,cholinesterase,Homo sapiens,[S09.980]#S09X#{peptidase unit: 107-487},CHLE_HUMAN
MER0033212,hypothetical protein flj40219,Homo sapiens,[S09.958]#S09X#{peptidase unit: 112-489},EST3_HUMAN
MER0033213,carboxylesterase D1,Homo sapiens,[S09.981]#S09X#{peptidase unit: 104-487},Q8TDZ9
MER0033220,liver carboxylesterase,Homo sapiens,[S09.982]#S09X#{peptidase unit: 104-489},EST1_HUMAN
MER0033224,carboxylesterase 3,Mus musculus,[S09.983]#S09X#{peptidase unit: 105-488},Q9ULY1
MER0033226,carboxylesterase 2,Homo sapiens,[S09.984]#S09X#{peptidase unit: 110-480},O00748
MER0033227,bile salt-dependent lipase,Homo sapiens,[S09.985]#S09X#{peptidase unit: 89-476},CEL_HUMAN
MER0033231,carboxylesterase-related protein,Homo sapiens,[S09.986]#S09C#{peptidase unit: 127-253},CES1P_HUMAN
MER0033232,neuroligin 3,Homo sapiens,[S09.987]#S09X#{peptidase unit: 171-544},NLG3_HUMAN
MER0033235,"neuroligin 4, X-linked",Homo sapiens,[S09.988]#S09X#{peptidase unit: 137-510},NLG4_HUMAN
MER0033236,"neuroligin 4, Y-linked",Homo sapiens,[S09.989]#S09X#{peptidase unit: 137-510},NLGY_HUMAN
MER0033237,arylacetamide deacetylase,Homo sapiens,[S09.991]#S09X#{peptidase unit: 72-390},AAAD_HUMAN
MER0033240,hypothetical protein flj37464,Homo sapiens,[S09.959]#S09X#{peptidase unit: 104-488},EST4A_HUMAN
MER0033241,hypothetical protein flj33678,Homo sapiens,[S09.960]#S09X#{peptidase unit: 106-481},EST5A_HUMAN
MER0033242,KIAA1363-like protein,Homo sapiens,[S09.992]#S09X#{peptidase unit: 74-399},NCEH1_HUMAN
MER0033244,C14orf29 protein,Homo sapiens,[S09.061]#S09C#{peptidase unit: 110-361},Q7Z5M8
MER0033245,hypothetical protein,Homo sapiens,[S09.062]#S09X#{peptidase unit: 88-300},ABHDA_HUMAN
MER0033249,hypothetical protein,Homo sapiens,[S33.981]#S33#{peptidase unit: 63-271},ABHEA_HUMAN
MER0033253,acrosin pseudogene,Homo sapiens,,
MER0033254,asparagine synthetase,Homo sapiens,[C44.974]#C44#{peptidase unit: 2-249},ASNS_HUMAN
MER0033259,valacyclovir hydrolase,Homo sapiens,[S33.982]#S33#{peptidase unit: 32-291},BPHL_HUMAN
MER0033263,Ccg1-interacting factor b,Homo sapiens,[S33.983]#S33#{peptidase unit: 1-210},C1IB_HUMAN
MER0033268,follistatin-related protein 1,Homo sapiens,[I01.967]#I01#{inhibitor unit: 48-98},FSL1_HUMAN
MER0033274,hormone-sensitive lipase,Homo sapiens,[S09.993]#S09X#{peptidase unit: 621-873},LIPS_HUMAN
MER0033280,neuroligin 1,Homo sapiens,[S09.994]#S09X#{peptidase unit: 161-543},NLG1_HUMAN
MER0033283,neuroligin 2,Homo sapiens,[S09.995]#S09X#{peptidase unit: 148-521},NLG2_HUMAN
MER0033287,psi-KLK1 pseudogene,Homo sapiens,,
MER0033288,serotransferrin precursor,domain 1,,
MER0033291,melanotransferrin domain 1,Homo sapiens,[S60.973]#S60#{peptidase unit: 20-361},TRFM_HUMAN
MER0033363,elegaxobin II,Trimeresurus elegans,,
MER0033481,PrtS peptidase,Photorhabdus luminescens,,
MER0033576,sortase C,Bacillus-type,,
MER0034332,SepM peptidase,Streptococcus mutans,,
MER0034539,AsnB protein,Escherichia coli,[C44.976]#C44#{peptidase unit: 2-210},BAA35317
MER0034541,ECAM protein,Escherichia coli,,
MER0034548,aes protein,acetyl esterase,,
MER0034550,YjfP protein,Escherichi coli,,
MER0034558,YnbC protein,Escherichi coli,,
MER0034563,YfbB protein,Escherichi coli,,
MER0034582,PG0026 peptidase,Porphyromonas-type,,
MER0034615,dipeptidyl-peptidase 5,Porphyromonas sp.,,
MER0034659,SPCC757.03c,Schizosaccharomyces pombe,,
MER0034660,Rbd2 g.p.,Schizosaccharomyces pombe,,
MER0034664,SPCC417.12,Schizosaccharomyces pombe,,
MER0034665,SPAPB1A11.02 g.p.,Schizosaccharomyces pombe,,
MER0034711,cytosolic carboxypeptidase 2,Mus musculus,[M14.029]#M14B#{peptidase unit: 349-522},CBPC2_MOUSE
MER0034713,cytosolic carboxypeptidase 4,Mus musculus,[M14.030]#M14B#{peptidase unit: 680-857},CBPC4_MOUSE
MER0034721,4930478A21RIK protein,Mus musculus,,
MER0034722,hypothetical esterase/lipase/thioesterase,Mus musculus,[S09.945]#S09X#{peptidase unit: 1-271},Q8BUY2
MER0034723,liver carboxylesterase 1,Mus musculus,[S09.996]#S09X#{peptidase unit: 104-476},O54936
MER0034726,carboxylesterase 2,Mus musculus,[S09.997]#S09X#{peptidase unit: 110-477},Q8QZR3
MER0034727,carboxylesterase 6,Rattus norvegicus,,
MER0034728,9030624L02RIK-like protein,Mus musculus,[S09.998]#S09X#{peptidase unit: 111-478},Q8BK48
MER0034730,carboxylesterase,Mus musculus,[S09.999]#S09X#{peptidase unit: 113-480},Q91WG0
MER0034741,putative carboxylesterasec,Mus musculus,[S09.972]#S09X#{peptidase unit: 105-487},EST1_MOUSE
MER0034742,carboxylesterase ES31,Mus musculus,,
MER0034744,putative carboxylesterase,Rattus norvegicus,,
MER0034745,2210023G05RIK protein,Mus musculus,[S09.961]#S09X#{peptidase unit: 112-479},Q8R097
MER0034955,tag-275 g.p.,Caenorhabditis elegans,,
MER0034959,F27c8.6 g.p.,Caenorhabditis elegans,,
MER0034960,F16F9.4 g.p.,Caenorhabditis elegans,,
